ANN_loss
ANN_val_loss
RF_loss
RF_val_loss
SVM_loss
SVM_val_loss

1.452791, 0.632288, 0.584986, 0.539677, 0.50337, 0.473381, 0.444414, 0.420211, 0.397699, 0.379928, 0.363157, 0.355463, 0.342232, 0.334702, 0.327675, 0.322698, 0.314128, 0.307894, 0.305929, 0.302408, 0.292212, 0.290941, 0.28378, 0.283819, 0.280415, 0.280986, 0.275872, 0.270479, 0.273684, 0.268843, 0.263895, 0.264749, 0.264659, 0.260459, 0.260978, 0.26263, 0.262441, 0.258359, 0.258188, 0.256116, 0.254509, 0.251196, 0.251381, 0.251571, 0.251379, 0.251102, 0.252854, 0.263051, 0.250979, 0.247124, 0.24746, 0.248701, 0.250673, 0.249011, 0.246806, 0.244261, 0.243151, 0.248657, 0.25349, 0.246142, 0.245625, 0.241415, 0.241724, 0.241401, 0.242925, 0.241647, 0.240404, 0.239791, 0.240698, 0.241142, 0.241899, 0.243833, 0.242915, 0.24011, 0.237418, 0.240352, 0.240002, 0.240067, 0.237345, 0.238639, 0.237934, 0.240686, 0.235111, 0.241211, 0.241509, 0.234967, 0.238036, 0.238557, 0.243248, 0.236667, 0.234946, 0.236946, 0.235802, 0.241691, 0.232555, 0.2337, 0.232683, 0.234346, 0.237472, 0.234458, 0.232117, 0.239593, 0.232236, 0.230708, 0.235579, 0.235319, 0.232719, 0.230837, 0.235284, 0.236028, 0.235985, 0.238778, 0.238674, 0.236089, 0.233439, 0.23773, 0.229706, 0.229843, 0.233622, 0.232809, 0.229857, 0.229528, 0.229787, 0.236079, 0.230662, 0.233916, 0.231461, 0.230683, 0.235168, 0.228231, 0.232394, 0.232827, 0.229017, 0.228837, 0.226896, 0.234878, 0.229983, 0.229091, 0.234313, 0.237661, 0.227947, 0.228437, 0.230974, 0.230584, 0.230017, 0.232489, 0.231288, 0.22873, 0.230141, 0.231315, 0.229124, 0.228479, 0.229594, 0.227486, 0.230033, 0.229452, 0.228555, 0.22988, 0.226501, 0.225677, 0.225936, 0.238652, 0.23122, 0.228069, 0.226526, 0.225792, 0.228313, 0.225825, 0.224227, 0.223949, 0.225825, 0.228284, 0.227113, 0.227226, 0.226826, 0.224232, 0.225159, 0.229095, 0.222967, 0.223815, 0.225292, 0.224806, 0.22517, 0.224628, 0.223695, 0.224928, 0.225891, 0.227483, 0.225119, 0.233874, 0.221952, 0.236103, 0.226298, 0.231924, 0.228161, 0.223224, 0.223339, 0.23101, 0.222462, 0.224534, 0.220461, 0.225249, 0.221842, 0.223404, 0.224157, 0.224111, 0.220388, 0.221034, 0.225742, 0.223154, 0.22449, 0.221142, 0.220868, 0.219832, 0.221879, 0.222686, 0.219052, 0.220503, 0.222691, 0.229536, 0.224195, 0.222501, 0.222177, 0.221822, 0.218158, 0.221617, 0.220096, 0.219129, 0.225783, 0.223485, 0.222111, 0.227088, 0.219354, 0.221199, 0.220189, 0.215941, 0.218102, 0.218055, 0.218497, 0.227691, 0.219995, 0.216243, 0.217398, 0.2145, 0.2181, 0.217891, 0.220061, 0.221908, 0.213514, 0.215337, 0.21482, 0.212504, 0.213093, 0.213426, 0.21407, 0.214079, 0.213792, 0.215342, 0.211309, 0.213991, 0.212034, 0.211391, 0.2102, 0.21085, 0.209009, 0.210085, 0.210573, 0.209552, 0.214329, 0.210142, 0.21047, 0.207751, 0.205283, 0.205204, 0.207467, 0.205382, 0.206533, 0.206707, 0.204767, 0.207008, 0.204604, 0.203369, 0.203584, 0.203076, 0.206296, 0.202713, 0.199713, 0.205019, 0.201885, 0.201403, 0.201066, 0.200141, 0.199102, 0.202446, 0.200639, 0.200615, 0.202827, 0.207237, 0.199815, 0.199711, 0.20111, 0.199714, 0.198588, 0.196003, 0.199892, 0.199357, 0.19527, 0.197209, 0.19555, 0.194272, 0.191695, 0.196788, 0.19965, 0.194207, 0.197279, 0.193484, 0.192344, 0.190771, 0.1981, 0.1906, 0.190163, 0.190918, 0.192509, 0.190332, 0.193304, 0.189876, 0.191311, 0.192977, 0.193712, 0.189714, 0.191388, 0.187611, 0.194035, 0.193146, 0.195326, 0.18917, 0.188785, 0.193347, 0.189524, 0.189996, 0.18741, 0.189357, 0.194041, 0.188562, 0.188761, 0.189934, 0.188844, 0.192822, 0.186503, 0.186516, 0.188326, 0.186504, 0.18724, 0.185611, 0.190815, 0.189314, 0.186633, 0.188442, 0.189118, 0.192136, 0.187808, 0.188627, 0.188851, 0.192535, 0.187429, 0.186054, 0.183891, 0.189205, 0.186615, 0.190765, 0.188486, 0.185016, 0.186702, 0.188731, 0.186985, 0.186584, 0.186056, 0.18627, 0.18638, 0.185029, 0.187658, 0.185303, 0.186271, 0.186959, 0.188671, 0.188765, 0.186759, 0.185294, 0.185216, 0.185912, 0.185043, 0.188129, 0.190776, 0.18727, 0.187415, 0.185943, 0.184823, 0.183609, 0.186963, 0.187651, 0.187595, 0.187628, 0.188461, 0.18407, 0.184551, 0.182911, 0.185267, 0.184524, 0.190501, 0.184153, 0.183186, 0.182663, 0.183285, 0.183059, 0.187878, 0.186593, 0.184104, 0.183853, 0.182932, 0.183775, 0.183585, 0.184899, 0.184471, 0.181632, 0.183969, 0.182585, 0.182895, 0.18459, 0.183261, 0.185028, 0.189948, 0.186381, 0.185793, 0.182459, 0.183908, 0.18285, 0.1833, 0.18299, 0.186903, 0.185077, 0.184438, 0.183872, 0.18306, 0.185955, 0.184334, 0.182869, 0.185565, 0.183308, 0.18279, 0.180744, 0.184236, 0.18354, 0.182743, 0.181498, 0.18444, 0.180711, 0.180022, 0.182994, 0.181712, 0.193151, 0.181167, 0.180804, 0.182976, 0.181705, 0.180202, 0.180894, 0.182167, 0.182731, 0.180282, 0.180927, 0.178952, 0.179884, 0.180717, 0.177286, 0.181222, 0.17954, 0.181744, 0.177967, 0.178304, 0.177151, 0.183698, 0.181376, 0.177138, 0.177158, 0.17638, 0.180002, 0.178226, 0.177165, 0.182685, 0.175863, 0.176731, 0.178727, 0.175556, 0.173779, 0.179328, 0.178485, 0.177834, 0.17637, 0.17722, 0.17839
0.650223, 0.608038, 0.55772, 0.514552, 0.480681, 0.448019, 0.418306, 0.403412, 0.375647, 0.35828, 0.346817, 0.331643, 0.32455, 0.341648, 0.305573, 0.300304, 0.29359, 0.28875, 0.284366, 0.287889, 0.274289, 0.270788, 0.265829, 0.267043, 0.279963, 0.25638, 0.254346, 0.25048, 0.252844, 0.248085, 0.246916, 0.247357, 0.241657, 0.243771, 0.239695, 0.261346, 0.242902, 0.240201, 0.239761, 0.233164, 0.232385, 0.231599, 0.232027, 0.228833, 0.230545, 0.227665, 0.229304, 0.227932, 0.225736, 0.224941, 0.233146, 0.224891, 0.244418, 0.225407, 0.224736, 0.222643, 0.22493, 0.22275, 0.226838, 0.220256, 0.226853, 0.225457, 0.219721, 0.217497, 0.217872, 0.23255, 0.224939, 0.222766, 0.218881, 0.219712, 0.218468, 0.215799, 0.214029, 0.216781, 0.22222, 0.223504, 0.218623, 0.212223, 0.214161, 0.217884, 0.214304, 0.214844, 0.212763, 0.216877, 0.235946, 0.222251, 0.228828, 0.214827, 0.210676, 0.212539, 0.210504, 0.210007, 0.223513, 0.213753, 0.210081, 0.213543, 0.2093, 0.219541, 0.207903, 0.208138, 0.214498, 0.20787, 0.210721, 0.207272, 0.23039, 0.206016, 0.211174, 0.208211, 0.20632, 0.212632, 0.21737, 0.208932, 0.210094, 0.21094, 0.216157, 0.208705, 0.206247, 0.209336, 0.205559, 0.205387, 0.202398, 0.205606, 0.20561, 0.20792, 0.203481, 0.20456, 0.209312, 0.216297, 0.200937, 0.202629, 0.20495, 0.205507, 0.205308, 0.20134, 0.261287, 0.199531, 0.211422, 0.199482, 0.200212, 0.200934, 0.199019, 0.204896, 0.199308, 0.205274, 0.233339, 0.198371, 0.213261, 0.198452, 0.207446, 0.197062, 0.196723, 0.199429, 0.199459, 0.195156, 0.205248, 0.203903, 0.196614, 0.195132, 0.206827, 0.195005, 0.203266, 0.203011, 0.197793, 0.197836, 0.213083, 0.195061, 0.196401, 0.193869, 0.208685, 0.192937, 0.202711, 0.20412, 0.201663, 0.192376, 0.195066, 0.194528, 0.191282, 0.201309, 0.194854, 0.193282, 0.194945, 0.20012, 0.197254, 0.189604, 0.192371, 0.189983, 0.211897, 0.189106, 0.199602, 0.195865, 0.201097, 0.196792, 0.195486, 0.18919, 0.189062, 0.189501, 0.201351, 0.19635, 0.19052, 0.187902, 0.185491, 0.197864, 0.189902, 0.188798, 0.185393, 0.18459, 0.197615, 0.184274, 0.190644, 0.204061, 0.184993, 0.190472, 0.189463, 0.205062, 0.183988, 0.1903, 0.188234, 0.187395, 0.18184, 0.183763, 0.183471, 0.194647, 0.186937, 0.184619, 0.183957, 0.184079, 0.191549, 0.186885, 0.191396, 0.210321, 0.19136, 0.186341, 0.182951, 0.180245, 0.180981, 0.189336, 0.179525, 0.186918, 0.181816, 0.185969, 0.17758, 0.184432, 0.182165, 0.185802, 0.19885, 0.182831, 0.175713, 0.17649, 0.176959, 0.184884, 0.181157, 0.180279, 0.172107, 0.199544, 0.19125, 0.175424, 0.179358, 0.171826, 0.174143, 0.172235, 0.201773, 0.187238, 0.189751, 0.174675, 0.175098, 0.177015, 0.197078, 0.174172, 0.186784, 0.169035, 0.176278, 0.179048, 0.183163, 0.169737, 0.175945, 0.173384, 0.176119, 0.176021, 0.189171, 0.177905, 0.170042, 0.171452, 0.175557, 0.17173, 0.184723, 0.171279, 0.177025, 0.167675, 0.16789, 0.169078, 0.182691, 0.17305, 0.173265, 0.18442, 0.177806, 0.190163, 0.169175, 0.178913, 0.168967, 0.178965, 0.170068, 0.179748, 0.167939, 0.166615, 0.169414, 0.172729, 0.172778, 0.185051, 0.171861, 0.167517, 0.162992, 0.170771, 0.172207, 0.165926, 0.165328, 0.1789, 0.160666, 0.161135, 0.172043, 0.161977, 0.167363, 0.162051, 0.167233, 0.175534, 0.167351, 0.162091, 0.17379, 0.175994, 0.159412, 0.166998, 0.16196, 0.159438, 0.192781, 0.160604, 0.161897, 0.167993, 0.172669, 0.167036, 0.157111, 0.165857, 0.161723, 0.165751, 0.159008, 0.162753, 0.165104, 0.165555, 0.159938, 0.16443, 0.167411, 0.167286, 0.167892, 0.159765, 0.167082, 0.162898, 0.20059, 0.170114, 0.169934, 0.158747, 0.165692, 0.160884, 0.168371, 0.172653, 0.162628, 0.18756, 0.159347, 0.172167, 0.169948, 0.163833, 0.165481, 0.172265, 0.160301, 0.159447, 0.165529, 0.160515, 0.16475, 0.164631, 0.166965, 0.161697, 0.162779, 0.159272, 0.1669, 0.161104, 0.158769, 0.159159, 0.169645, 0.160833, 0.161809, 0.170502, 0.165058, 0.163335, 0.161934, 0.161104, 0.162563, 0.165449, 0.162395, 0.161601, 0.16097, 0.164339, 0.190934, 0.160204, 0.164782, 0.164308, 0.162172, 0.168634, 0.161247, 0.168643, 0.174176, 0.159501, 0.168164, 0.165518, 0.163669, 0.163249, 0.164504, 0.168444, 0.161931, 0.172031, 0.163369, 0.184125, 0.165374, 0.161934, 0.17149, 0.165641, 0.160954, 0.169549, 0.159602, 0.162418, 0.160393, 0.165831, 0.164173, 0.17162, 0.159345, 0.159898, 0.165213, 0.164234, 0.167087, 0.167329, 0.163762, 0.16067, 0.179604, 0.162733, 0.166146, 0.16067, 0.169863, 0.164342, 0.162098, 0.169795, 0.165885, 0.188185, 0.161456, 0.161068, 0.159401, 0.161349, 0.161521, 0.161851, 0.165214, 0.160458, 0.161171, 0.161739, 0.162178, 0.181339, 0.162177, 0.163367, 0.165091, 0.160946, 0.161086, 0.160514, 0.172181, 0.159585, 0.161741, 0.160166, 0.160839, 0.162674, 0.168365, 0.161111, 0.163609, 0.172083, 0.162931, 0.163082, 0.161084, 0.163137, 0.166342, 0.158357, 0.158756, 0.157678, 0.162192, 0.16011, 0.161009, 0.170239, 0.159488, 0.164532, 0.162782, 0.164619, 0.156971, 0.157713, 0.167191, 0.156482, 0.157226, 0.160467, 0.157733, 0.17307

0.06227, 0.043597, 0.03796, 0.041469, 0.042338, 0.036481, 0.035836, 0.037902, 0.037817, 0.036726, 0.03548, 0.037795, 0.036872, 0.035664, 0.039821, 0.038435, 0.036989, 0.03772, 0.037071, 0.036216, 0.03502, 0.037288, 0.037516, 0.038112, 0.03646, 0.037736, 0.035424, 0.036749, 0.036316, 0.036363, 0.037636, 0.037135, 0.037518, 0.036646, 0.035968, 0.035158, 0.037446, 0.037057, 0.037082, 0.037034, 0.03653, 0.036991, 0.036282, 0.036628, 0.037161, 0.036735, 0.036543, 0.035612, 0.036362, 0.035704, 0.036213, 0.036637, 0.036886, 0.036144, 0.036415, 0.036535, 0.035429, 0.035864, 0.037311, 0.036711, 0.036854, 0.036351, 0.036023, 0.035657, 0.036053, 0.036742, 0.035888, 0.036124, 0.035577, 0.036531, 0.037003, 0.036483, 0.035347, 0.035971, 0.036525, 0.036514, 0.036995, 0.035577, 0.035816, 0.034621, 0.035299, 0.036271, 0.036511, 0.036426, 0.036581, 0.036066, 0.035971, 0.035802, 0.036079, 0.036055, 0.035791, 0.036843, 0.036658, 0.036291, 0.036244, 0.035678, 0.036215, 0.036096, 0.036409, 0.036542
